"Libellé Sortie";"Code Enquète";"Observateurs";"Num Enquéte";"Heure Début";"Enquete Hors Panier";"Panier Complet";"Pecheur Sensibilisé";"Pecheur enqueté";"Constitution Groupe";"Nb adultes";"Nb enfants";"Nb tous petits";"Nb pecheurs groupe";"Nb Pecheurs Sensibilises";"Nb Reglettes";"Nb Depliants";"Observations";"Annuaire de marée";"Etat Sanitaire";"Source d'information";"Equipé Téléphone portable";"Connaissance Numéro Secours";"Numéro Secours";"Critéres choix site"
"Erquy_13/08/2014_SdC_S04565";;"SdC";"S04565";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04566";;"SdC";"S04566";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;2;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04567";;"SdC";"S04567";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;2;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04568";;"SdC";"S04568";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04569";;"SdC";"S04569";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04570";;"SdC";"S04570";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04571";;"SdC";"S04571";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;4;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04572";;"SdC";"S04572";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04573";;"SdC";"S04573";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04574";;"SdC";"S04574";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04575";;"SdC";"S04575";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;3;3;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04576";;"SdC";"S04576";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;5;5;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04577";;"SdC";"S04577";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;3;3;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04578";;"SdC";"S04578";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04579";;"SdC";"S04579";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;4;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04580";;"SdC";"S04580";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;3;3;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04581";;"SdC";"S04581";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04582";;"SdC";"S04582";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04583";;"SdC";"S04583";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04584";;"SdC";"S04584";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04585";;"SdC";"S04585";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;3;3;2;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04586";;"SdC";"S04586";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;5;5;2;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04587";;"SdC";"S04587";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;4;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04588";;"SdC";"S04588";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;3;3;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04589";;"SdC";"S04589";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;4;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04590";;"SdC";"S04590";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;4;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04591";;"SdC";"S04591";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04592";;"SdC";"S04592";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04593";;"SdC";"S04593";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04594";;"SdC";"S04594";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04595";;"SdC";"S04595";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04596";;"SdC";"S04596";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04597";;"SdC";"S04597";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04598";;"SdC";"S04598";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04599";;"SdC";"S04599";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04600";;"SdC";"S04600";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04601";;"SdC";"S04601";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04602";;"SdC";"S04602";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04603";;"SdC";"S04603";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04604";;"SdC";"S04604";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04605";;"SdC";"S04605";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04606";;"SdC";"S04606";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04607";;"SdC";"S04607";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04608";;"SdC";"S04608";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;7;7;2;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04609";;"SdC";"S04609";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04610";;"SdC";"S04610";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;4;2;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04611";;"SdC";"S04611";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_13/08/2014_SdC_S04612";;"SdC";"S04612";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;3;3;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_14/08/2014_AAMP_S04613";;"AAMP";"S04613";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_14/08/2014_AAMP_S04614";;"AAMP";"S04614";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_14/08/2014_AAMP_S04615";;"AAMP";"S04615";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;0;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_14/08/2014_AAMP_S04616";;"AAMP";"S04616";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_14/08/2014_AAMP_S04617";;"AAMP";"S04617";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_14/08/2014_AAMP_S04618";;"AAMP";"S04618";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;6;5;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_14/08/2014_AAMP_S04619";;"AAMP";"S04619";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_14/08/2014_AAMP_S04620";;"AAMP";"S04620";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;4;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_14/08/2014_AAMP_S04621";;"AAMP";"S04621";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;0;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_14/08/2014_AAMP_S04622";;"AAMP";"S04622";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_14/08/2014_AAMP_S04623";;"AAMP";"S04623";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_14/08/2014_AAMP_S04624";;"AAMP";"S04624";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_14/08/2014_AAMP_S04625";;"AAMP";"S04625";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04626";;"AAMP";"S04626";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04627";;"AAMP";"S04627";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04628";;"AAMP";"S04628";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04629";;"AAMP";"S04629";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04630";;"AAMP";"S04630";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04631";;"AAMP";"S04631";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04632";;"AAMP";"S04632";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04633";;"AAMP";"S04633";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04634";;"AAMP";"S04634";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04635";;"AAMP";"S04635";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04636";;"AAMP";"S04636";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;0;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04637";;"AAMP";"S04637";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04638";;"AAMP";"S04638";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04639";;"AAMP";"S04639";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04640";;"AAMP";"S04640";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;1;2;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04641";;"AAMP";"S04641";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;4;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04642";;"AAMP";"S04642";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04643";;"AAMP";"S04643";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04644";;"AAMP";"S04644";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04645";;"AAMP";"S04645";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04646";;"AAMP";"S04646";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04647";;"AAMP";"S04647";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;4;3;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04648";;"AAMP";"S04648";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04649";;"AAMP";"S04649";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04650";;"AAMP";"S04650";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04651";;"AAMP";"S04651";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04652";;"AAMP";"S04652";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04653";;"AAMP";"S04653";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04654";;"AAMP";"S04654";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04655";;"AAMP";"S04655";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04656";;"AAMP";"S04656";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04657";;"AAMP";"S04657";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04658";;"AAMP";"S04658";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04659";;"AAMP";"S04659";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04660";;"AAMP";"S04660";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04661";;"AAMP";"S04661";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04662";;"AAMP";"S04662";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04663";;"AAMP";"S04663";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04664";;"AAMP";"S04664";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04665";;"AAMP";"S04665";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04666";;"AAMP";"S04666";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04667";;"AAMP";"S04667";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04668";;"AAMP";"S04668";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04669";;"AAMP";"S04669";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;4;4;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04670";;"AAMP";"S04670";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04671";;"AAMP";"S04671";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04672";;"AAMP";"S04672";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04673";;"AAMP";"S04673";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04674";;"AAMP";"S04674";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04675";;"AAMP";"S04675";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04676";;"AAMP";"S04676";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04677";;"AAMP";"S04677";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;4;4;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04678";;"AAMP";"S04678";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04679";;"AAMP";"S04679";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04680";;"AAMP";"S04680";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04681";;"AAMP";"S04681";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04682";;"AAMP";"S04682";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04683";;"AAMP";"S04683";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04684";;"AAMP";"S04684";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04685";;"AAMP";"S04685";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04686";;"AAMP";"S04686";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Agon-Coutainville_08/09/2014_AAMP_S04687";;"AAMP";"S04687";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;3;3;3;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04688";;"CPIE_Cotentin";"S04688";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;1;1;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04689";;"CPIE_Cotentin";"S04689";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;0;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04690";;"CPIE_Cotentin";"S04690";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;3;3;2;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04691";;"CPIE_Cotentin";"S04691";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;2;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04692";;"CPIE_Cotentin";"S04692";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04693";;"CPIE_Cotentin";"S04693";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04694";;"CPIE_Cotentin";"S04694";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04695";;"CPIE_Cotentin";"S04695";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04696";;"CPIE_Cotentin";"S04696";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04697";;"CPIE_Cotentin";"S04697";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04698";;"CPIE_Cotentin";"S04698";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04699";;"CPIE_Cotentin";"S04699";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04700";;"CPIE_Cotentin";"S04700";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;0;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04701";;"CPIE_Cotentin";"S04701";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04702";;"CPIE_Cotentin";"S04702";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04703";;"CPIE_Cotentin";"S04703";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04704";;"CPIE_Cotentin";"S04704";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Germain-sur-Ay_10/09/2014_CPIE_Cotentin_S04705";;"CPIE_Cotentin";"S04705";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04706";;"SdC";"S04706";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04707";;"SdC";"S04707";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04708";;"SdC";"S04708";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;3;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04709";;"SdC";"S04709";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04710";;"SdC";"S04710";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04711";;"SdC";"S04711";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
