"Libellé Sortie";"Code Enquète";"Observateurs";"Num Enquéte";"Heure Début";"Enquete Hors Panier";"Panier Complet";"Pecheur Sensibilisé";"Pecheur enqueté";"Constitution Groupe";"Nb adultes";"Nb enfants";"Nb tous petits";"Nb pecheurs groupe";"Nb Pecheurs Sensibilises";"Nb Reglettes";"Nb Depliants";"Observations";"Annuaire de marée";"Etat Sanitaire";"Source d'information";"Equipé Téléphone portable";"Connaissance Numéro Secours";"Numéro Secours";"Critéres choix site"
"Erquy_10/09/2014_SdC_S04712";;"SdC";"S04712";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;2;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04713";;"SdC";"S04713";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04714";;"SdC";"S04714";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04715";;"SdC";"S04715";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04716";;"SdC";"S04716";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04717";;"SdC";"S04717";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04718";;"SdC";"S04718";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04719";;"SdC";"S04719";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04720";;"SdC";"S04720";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04721";;"SdC";"S04721";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04722";;"SdC";"S04722";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04723";;"SdC";"S04723";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04724";;"SdC";"S04724";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04725";;"SdC";"S04725";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04726";;"SdC";"S04726";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04727";;"SdC";"S04727";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04728";;"SdC";"S04728";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;6;2;2;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04729";;"SdC";"S04729";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04730";;"SdC";"S04730";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04731";;"SdC";"S04731";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04732";;"SdC";"S04732";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04733";;"SdC";"S04733";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;2;2;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04734";;"SdC";"S04734";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04735";;"SdC";"S04735";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04736";;"SdC";"S04736";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04737";;"SdC";"S04737";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04738";;"SdC";"S04738";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04739";;"SdC";"S04739";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;1;4;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04740";;"SdC";"S04740";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04741";;"SdC";"S04741";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04742";;"SdC";"S04742";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;4;4;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04743";;"SdC";"S04743";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04744";;"SdC";"S04744";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04745";;"SdC";"S04745";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04746";;"SdC";"S04746";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04747";;"SdC";"S04747";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04748";;"SdC";"S04748";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;15;4;3;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04749";;"SdC";"S04749";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04750";;"SdC";"S04750";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04751";;"SdC";"S04751";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04752";;"SdC";"S04752";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04753";;"SdC";"S04753";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04754";;"SdC";"S04754";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04755";;"SdC";"S04755";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;3;3;2;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04756";;"SdC";"S04756";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04757";;"SdC";"S04757";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04758";;"SdC";"S04758";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04759";;"SdC";"S04759";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;3;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04760";;"SdC";"S04760";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04761";;"SdC";"S04761";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04762";;"SdC";"S04762";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04763";;"SdC";"S04763";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04764";;"SdC";"S04764";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04765";;"SdC";"S04765";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04766";;"SdC";"S04766";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04767";;"SdC";"S04767";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04768";;"SdC";"S04768";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04769";;"SdC";"S04769";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;0;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04770";;"SdC";"S04770";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04771";;"SdC";"S04771";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04772";;"SdC";"S04772";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04773";;"SdC";"S04773";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04774";;"SdC";"S04774";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04775";;"SdC";"S04775";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04776";;"SdC";"S04776";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04777";;"SdC";"S04777";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_10/09/2014_SdC_S04778";;"SdC";"S04778";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04779";;"AAMP";"S04779";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;6;4;7;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04780";;"AAMP";"S04780";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;3;3;3;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04781";;"AAMP";"S04781";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04782";;"AAMP";"S04782";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04783";;"AAMP";"S04783";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04784";;"AAMP";"S04784";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04785";;"AAMP";"S04785";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04786";;"AAMP";"S04786";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04787";;"AAMP";"S04787";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;1;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04788";;"AAMP";"S04788";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;1;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04789";;"AAMP";"S04789";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04790";;"AAMP";"S04790";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04791";;"AAMP";"S04791";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04792";;"AAMP";"S04792";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04793";;"AAMP";"S04793";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04794";;"AAMP";"S04794";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04795";;"AAMP";"S04795";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04796";;"AAMP";"S04796";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04797";;"AAMP";"S04797";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04798";;"AAMP";"S04798";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04799";;"AAMP";"S04799";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04800";;"AAMP";"S04800";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04801";;"AAMP";"S04801";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;4;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04802";;"AAMP";"S04802";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04803";;"AAMP";"S04803";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04804";;"AAMP";"S04804";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04805";;"AAMP";"S04805";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04806";;"AAMP";"S04806";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04807";;"AAMP";"S04807";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04808";;"AAMP";"S04808";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04809";;"AAMP";"S04809";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04810";;"AAMP";"S04810";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04811";;"AAMP";"S04811";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04812";;"AAMP";"S04812";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04813";;"AAMP";"S04813";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04814";;"AAMP";"S04814";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04815";;"AAMP";"S04815";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04816";;"AAMP";"S04816";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04817";;"AAMP";"S04817";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04818";;"AAMP";"S04818";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04819";;"AAMP";"S04819";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04820";;"AAMP";"S04820";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04821";;"AAMP";"S04821";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_11/09/2014_AAMP_S04822";;"AAMP";"S04822";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_11/09/2014_AAMP_S04823";;"AAMP";"S04823";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_11/09/2014_AAMP_S04824";;"AAMP";"S04824";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;5;5;3;;;;;"";;;;""
"Erquy_11/09/2014_AAMP_S04825";;"AAMP";"S04825";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Erquy_11/09/2014_AAMP_S04826";;"AAMP";"S04826";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;0;;;;;"";;;;""
"Erquy_11/09/2014_AAMP_S04827";;"AAMP";"S04827";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Erquy_11/09/2014_AAMP_S04828";;"AAMP";"S04828";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;0;;;;;"";;;;""
"Erquy_11/09/2014_AAMP_S04829";;"AAMP";"S04829";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;5;5;5;;;;;"";;;;""
"Barneville_Plage_12/09/2014_CPIE_Cotentin_S04830";;"CPIE_Cotentin";"S04830";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Barneville_Plage_12/09/2014_CPIE_Cotentin_S04831";;"CPIE_Cotentin";"S04831";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Barneville_Plage_12/09/2014_CPIE_Cotentin_S04832";;"CPIE_Cotentin";"S04832";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Barneville_Plage_12/09/2014_CPIE_Cotentin_S04833";;"CPIE_Cotentin";"S04833";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Barneville_Plage_12/09/2014_CPIE_Cotentin_S04834";;"CPIE_Cotentin";"S04834";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Barneville_Plage_12/09/2014_CPIE_Cotentin_S04835";;"CPIE_Cotentin";"S04835";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Barneville_Plage_12/09/2014_CPIE_Cotentin_S04836";;"CPIE_Cotentin";"S04836";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Barneville_Plage_12/09/2014_CPIE_Cotentin_S04837";;"CPIE_Cotentin";"S04837";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;6;5;4;;;;;"";;;;""
"Barneville_Plage_12/09/2014_CPIE_Cotentin_S04838";;"CPIE_Cotentin";"S04838";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_23/09/2014_AAMP_S04839";;"AAMP";"S04839";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_23/09/2014_AAMP_S04840";;"AAMP";"S04840";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_23/09/2014_AAMP_S04841";;"AAMP";"S04841";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_23/09/2014_AAMP_S04842";;"AAMP";"S04842";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;1;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_23/09/2014_AAMP_S04843";;"AAMP";"S04843";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_23/09/2014_AAMP_S04844";;"AAMP";"S04844";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_07/10/2014_AAMP_S04845";;"AAMP";"S04845";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;1;0;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_07/10/2014_AAMP_S04846";;"AAMP";"S04846";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_07/10/2014_AAMP_S04847";;"AAMP";"S04847";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_07/10/2014_AAMP_S04848";;"AAMP";"S04848";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_07/10/2014_AAMP_S04849";;"AAMP";"S04849";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_07/10/2014_AAMP_S04850";;"AAMP";"S04850";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;3;3;2;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_07/10/2014_AAMP_S04851";;"AAMP";"S04851";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_07/10/2014_AAMP_S04852";;"AAMP";"S04852";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_07/10/2014_AAMP_S04853";;"AAMP";"S04853";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_07/10/2014_AAMP_S04854";;"AAMP";"S04854";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_07/10/2014_AAMP_S04855";;"AAMP";"S04855";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;5;5;5;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_07/10/2014_AAMP_S04856";;"AAMP";"S04856";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;2;1;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_07/10/2014_AAMP_S04857";;"AAMP";"S04857";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;4;4;;;;;"";;;;""
"Saint-Jacut-de-la-Mer_07/10/2014_AAMP_S04858";;"AAMP";"S04858";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;1;1;1;;;;;"";;;;""
